Boro;Offense;Law Cat;Latitude;Longitude
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.767970226;-73.833205965
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.653759742;-73.901653148
BRONX;PUBLIC ORDER;MISDEMEANOR;40.808485247;-73.91294065
BRONX;ASSAULT;VIOLATION;40.863563045;-73.821874385
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.746851229;-73.985724288
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.743418414;-73.998002172
BROOKLYN;THEFT&FRAUD;FELONY;40.600386721;-73.952823792
BRONX;PUBLIC ORDER;MISDEMEANOR;40.818768839;-73.850528931
MANHATTAN;ASSAULT;VIOLATION;40.752124928;-73.975559441
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.637475072;-74.028281967
QUEENS;OTHER;FELONY;40.671884666;-73.776769365
QUEENS;HEALTH&DRUGS;MISDEMEANOR;40.679980738;-73.776233907
BRONX;PUBLIC ORDER;MISDEMEANOR;40.834280024;-73.88745537
BROOKLYN;ASSAULT;VIOLATION;40.662451925;-73.981979329
BROOKLYN;THEFT&FRAUD;FELONY;40.708416863;-73.928216754
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.652838636;-73.728317153
MANHATTAN;ASSAULT;MISDEMEANOR;40.742717481;-73.984530673
BRONX;PUBLIC ORDER;MISDEMEANOR;40.846559347;-73.923712335
QUEENS;WEAPONS;MISDEMEANOR;40.679980738;-73.776233907
BROOKLYN;THEFT&FRAUD;FELONY;40.63556059;-73.978023324
BRONX;HEALTH&DRUGS;FELONY;40.886055507;-73.878756719
QUEENS;THEFT&FRAUD;FELONY;40.687322352;-73.842018282
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.609130345;-74.000339986
MANHATTAN;WEAPONS;FELONY;40.723776501;-73.989625588
STATEN ISLAND;ASSAULT;VIOLATION;40.552447613;-74.170163266
QUEENS;ASSAULT;VIOLATION;40.757885135;-73.883899056
BROOKLYN;THEFT&FRAUD;FELONY;40.691531455;-73.997632307
BRONX;THEFT&FRAUD;FELONY;40.867847679;-73.864385525
MANHATTAN;HEALTH&DRUGS;FELONY;40.723044005;-73.994910982
QUEENS;ASSAULT;VIOLATION;40.740596501;-73.723278868
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.708941792;-73.924977158
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.794066746;-73.798545483
BRONX;ASSAULT;VIOLATION;40.857454424;-73.847542764
BRONX;PUBLIC ORDER;MISDEMEANOR;40.874626271;-73.836250617
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.826906394;-73.935900956
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.695287096;-73.804137862
BRONX;PUBLIC ORDER;MISDEMEANOR;40.823273246;-73.919732064
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.721184076;-73.979420094
BROOKLYN;THEFT&FRAUD;FELONY;40.707295394;-73.93977791
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.778489916;-73.954235779
BROOKLYN;THEFT&FRAUD;FELONY;40.699106266;-73.915568293
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.657739603;-73.868597031
MANHATTAN;ASSAULT;FELONY;40.711933313;-73.998226754
MANHATTAN;THEFT&FRAUD;FELONY;40.738509764;-73.984434219
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.578521154;-73.96721361
BRONX;THEFT&FRAUD;FELONY;40.89155206;-73.849840834
MANHATTAN;ASSAULT;VIOLATION;40.722862816;-73.974192033
BROOKLYN;THEFT&FRAUD;FELONY;40.598773559;-73.937236264
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.742285967;-73.98063694
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.721271551;-73.84339889
MANHATTAN;ASSAULT;FELONY;40.73876604;-74.002927983
BROOKLYN;ASSAULT;VIOLATION;40.684461543;-73.97775121
BROOKLYN;HEALTH&DRUGS;FELONY;40.708117539;-73.962659293
QUEENS;OTHER;MISDEMEANOR;40.677675555;-73.806767341
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.701271891;-73.942235786
MANHATTAN;THEFT&FRAUD;FELONY;40.752797126;-73.994883445
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.754171029;-73.982503147
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.704618284;-73.924210189
BRONX;THEFT&FRAUD;MISDEMEANOR;40.818568337;-73.927313946
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.720022159;-73.80854935
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.611059891;-73.996749152
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.689097532;-73.925616087
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.722521583;-73.984600298
BRONX;THEFT&FRAUD;MISDEMEANOR;40.827380775;-73.910491364
BROOKLYN;ASSAULT;MISDEMEANOR;40.637520131;-73.957571617
MANHATTAN;ASSAULT;MISDEMEANOR;40.799293869;-73.945361652
BROOKLYN;THEFT&FRAUD;FELONY;40.683514231;-73.975930718
MANHATTAN;OTHER;FELONY;40.814040017;-73.9427629
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.809596838;-73.949785598
BRONX;ASSAULT;FELONY;40.791151867;-73.884371919
BRONX;ASSAULT;MISDEMEANOR;40.845658153;-73.850005874
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.650352005;-73.917230065
BRONX;THEFT&FRAUD;MISDEMEANOR;40.805928979;-73.923220684
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.692482905;-73.927289123
MANHATTAN;ASSAULT;VIOLATION;40.717076961;-73.996657408
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.651676355;-73.93186002
MANHATTAN;ASSAULT;VIOLATION;40.801755583;-73.934260057
QUEENS;WEAPONS;MISDEMEANOR;40.701284882;-73.888862827
QUEENS;OTHER;FELONY;40.587879866;-73.808575342
BROOKLYN;WEAPONS;FELONY;40.661865312;-73.866473124
QUEENS;THEFT&FRAUD;FELONY;40.748338182;-73.863242922
MANHATTAN;THEFT&FRAUD;FELONY;40.821270547;-73.939230368
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.748128416;-74.001228528
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.726295912;-73.800016719
QUEENS;THEFT&FRAUD;FELONY;40.721731455;-73.801653852
BRONX;THEFT&FRAUD;MISDEMEANOR;40.838883008;-73.902648001
QUEENS;ASSAULT;VIOLATION;40.752910674;-73.93504456
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.819095837;-73.942852488
BROOKLYN;ASSAULT;MISDEMEANOR;40.631630633;-73.930947371
MANHATTAN;ASSAULT;VIOLATION;40.760110985;-73.98480819
BRONX;OTHER;FELONY;40.838424184;-73.866530759
STATEN ISLAND;THEFT&FRAUD;FELONY;40.591366819;-74.089526418
MANHATTAN;ASSAULT;MISDEMEANOR;40.754325314;-73.986866865
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.637305898;-74.023860935
MANHATTAN;ASSAULT;VIOLATION;40.724613672;-74.010146538
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.791240623;-73.944924059
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.682389474;-73.958714859
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.68668596;-73.786192104
BRONX;PUBLIC ORDER;MISDEMEANOR;40.866008735;-73.869143605
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.708774095;-73.998533426
BRONX;THEFT&FRAUD;MISDEMEANOR;40.840060898;-73.917232572
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.595548781;-73.769646479
MANHATTAN;ASSAULT;VIOLATION;40.756191974;-73.972590944
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.702016681;-73.835296884
BRONX;ASSAULT;FELONY;40.89461574;-73.861296238
BRONX;ASSAULT;VIOLATION;40.816088874;-73.917688689
MANHATTAN;ASSAULT;MISDEMEANOR;40.718564066;-73.988201454
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.740549455;-73.987201575
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.765024079;-73.98483595
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.728873724;-73.992291119
BRONX;THEFT&FRAUD;MISDEMEANOR;40.804528335;-73.921979732
BROOKLYN;ASSAULT;VIOLATION;40.641199094;-73.897920648
BRONX;THEFT&FRAUD;MISDEMEANOR;40.822591402;-73.877777579
BROOKLYN;THEFT&FRAUD;FELONY;40.699959047;-73.959555102
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.824765243;-73.940517095
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.632193078;-73.894479347
BROOKLYN;THEFT&FRAUD;FELONY;40.648786956;-73.920378024
BRONX;PUBLIC ORDER;MISDEMEANOR;40.860255352;-73.895585259
QUEENS;ASSAULT;VIOLATION;40.721461728;-73.84397927
BRONX;THEFT&FRAUD;FELONY;40.827385306;-73.924496737
MANHATTAN;THEFT&FRAUD;FELONY;40.739173777;-73.982907637
BRONX;ASSAULT;MISDEMEANOR;40.886611515;-73.843562757
MANHATTAN;DRIVING;MISDEMEANOR;40.863698177;-73.917065772
QUEENS;ASSAULT;VIOLATION;40.758558657;-73.924856302
STATEN ISLAND;DRIVING;MISDEMEANOR;40.625519098;-74.075983865
BRONX;ASSAULT;VIOLATION;40.837635873;-73.889325316
BRONX;THEFT&FRAUD;FELONY;40.811116426;-73.927329309
QUEENS;ASSAULT;VIOLATION;40.752525177;-73.861989117
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.794515091;-73.966323533
QUEENS;ASSAULT;VIOLATION;40.757266081;-73.831575981
BROOKLYN;DRIVING;MISDEMEANOR;40.636830347;-73.902178919
BRONX;ASSAULT;VIOLATION;40.885015351;-73.91218585
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.558958156;-74.125503797
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.803998961;-73.960319058
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.759295447;-73.969283215
BRONX;HEALTH&DRUGS;FELONY;40.876842441;-73.864717937
BROOKLYN;THEFT&FRAUD;FELONY;40.683543753;-73.972916457
MANHATTAN;THEFT&FRAUD;FELONY;40.749456053;-73.971308865
BRONX;PUBLIC ORDER;MISDEMEANOR;40.807740799;-73.919635201
BRONX;WEAPONS;MISDEMEANOR;40.849452916;-73.905997684
BROOKLYN;DRIVING;MISDEMEANOR;40.670091146;-73.985546054
BROOKLYN;THEFT&FRAUD;FELONY;40.635321721;-73.945002295
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.773880982;-73.982223576
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.764949079;-73.877598169
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.546062907;-74.192901723
MANHATTAN;THEFT&FRAUD;FELONY;40.794499397;-73.946579075
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.63634376;-74.171202292
BROOKLYN;OTHER;FELONY;40.643253147;-73.948761296
BRONX;THEFT&FRAUD;FELONY;40.832675994;-73.901215237
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.671168243;-73.909688025
BRONX;ASSAULT;VIOLATION;40.907854945;-73.906577126
BRONX;PUBLIC ORDER;MISDEMEANOR;40.838871783;-73.821969406
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.667289951;-73.860337899
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.615739404;-74.087552847
BRONX;PUBLIC ORDER;MISDEMEANOR;40.826828682;-73.9253465
BROOKLYN;WEAPONS;MISDEMEANOR;40.634877672;-74.018974489
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.756159513;-73.996962256
BROOKLYN;ASSAULT;FELONY;40.643430903;-74.015834761
BRONX;PUBLIC ORDER;MISDEMEANOR;40.880894428;-73.897483933
QUEENS;HEALTH&DRUGS;MISDEMEANOR;40.675511659;-73.798186173
QUEENS;ASSAULT;MISDEMEANOR;40.679462679;-73.857795875
BRONX;PUBLIC ORDER;MISDEMEANOR;40.827243034;-73.86964983
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.668731148;-73.929737415
MANHATTAN;THEFT&FRAUD;FELONY;40.724781547;-74.000614772
QUEENS;ASSAULT;VIOLATION;40.75357091;-73.866635803
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.76833035;-73.827988384
BRONX;ASSAULT;VIOLATION;40.879047073;-73.867638932
BRONX;ASSAULT;VIOLATION;40.881261603;-73.903128392
MANHATTAN;THEFT&FRAUD;FELONY;40.765342984;-73.989456666
MANHATTAN;ASSAULT;FELONY;40.798272234;-73.933754236
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.607603626;-74.121046597
BRONX;ASSAULT;MISDEMEANOR;40.830702032;-73.922039379
BRONX;PUBLIC ORDER;MISDEMEANOR;40.818343038;-73.918744472
BRONX;ASSAULT;MISDEMEANOR;40.819118929;-73.910177314
QUEENS;ASSAULT;FELONY;40.752764768;-73.858126655
BRONX;HEALTH&DRUGS;FELONY;40.809572323;-73.929220277
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.764239239;-73.827027876
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.798963998;-73.95031372
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.711110777;-73.778437927
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.839176305;-73.908892563
BROOKLYN;ASSAULT;VIOLATION;40.691671707;-73.929302157
BROOKLYN;DRIVING;MISDEMEANOR;40.681182909;-73.873620085
MANHATTAN;THEFT&FRAUD;FELONY;40.792568606;-73.943955086
BRONX;PUBLIC ORDER;MISDEMEANOR;40.80743404;-73.912970923
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.816800597;-73.947240377
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.680455944;-73.761385241
QUEENS;THEFT&FRAUD;FELONY;40.763679492;-73.889686461
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.687720174;-73.850097925
BRONX;PUBLIC ORDER;MISDEMEANOR;40.82871339;-73.889936373
MANHATTAN;ASSAULT;VIOLATION;40.754478061;-73.980167783
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.745671404;-73.98962218
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.590624474;-73.972925335
BROOKLYN;ASSAULT;MISDEMEANOR;40.683859356;-73.878998148
QUEENS;THEFT&FRAUD;FELONY;40.756417775;-73.835249002
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.634376052;-73.883980622
BROOKLYN;MANSLAUGHTER;FELONY;40.658234712;-73.920683917
BRONX;ASSAULT;MISDEMEANOR;40.880982138;-73.907066919
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.589041623;-74.192640624
BROOKLYN;ASSAULT;VIOLATION;40.652673051;-73.932435625
BRONX;ASSAULT;MISDEMEANOR;40.834806765;-73.89596489
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.697737196;-73.928570853
BRONX;DRIVING;MISDEMEANOR;40.867241741;-73.86729726
QUEENS;THEFT&FRAUD;FELONY;40.72655334;-73.73693538
MANHATTAN;ASSAULT;VIOLATION;40.855295474;-73.927552157
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.818480286;-73.941393415
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.751209936;-73.720769666
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.811375978;-73.958053242
MANHATTAN;THEFT&FRAUD;FELONY;40.743171849;-73.976984588
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.800846321;-73.949030085
MANHATTAN;ASSAULT;VIOLATION;40.777896796;-73.984017007
MANHATTAN;THEFT&FRAUD;FELONY;40.800832637;-73.937916228
BRONX;ASSAULT;MISDEMEANOR;40.825225023;-73.916268224
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.596779003;-73.965274575
BRONX;ASSAULT;FELONY;40.836403673;-73.866184268
BRONX;ASSAULT;FELONY;40.850296286;-73.913988382
QUEENS;DRIVING;MISDEMEANOR;40.760170055;-73.877202664
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.637981424;-73.939541405
QUEENS;ASSAULT;MISDEMEANOR;40.709555918;-73.782060897
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.597750966;-73.966296734
BRONX;ASSAULT;VIOLATION;40.88383423;-73.860986021
BROOKLYN;THEFT&FRAUD;FELONY;40.70980993;-73.940417681
BRONX;THEFT&FRAUD;MISDEMEANOR;40.827132485;-73.887149486
BROOKLYN;THEFT&FRAUD;FELONY;40.681215752;-73.942033227
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.579162625;-74.000372232
BROOKLYN;ASSAULT;FELONY;40.705673588;-73.935364701
MANHATTAN;ASSAULT;VIOLATION;40.814715642;-73.938264545
BROOKLYN;OTHER;FELONY;40.633298082;-73.905801359
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.759425516;-73.991915788
MANHATTAN;OTHER;FELONY;40.743470455;-74.005393004
BRONX;PUBLIC ORDER;MISDEMEANOR;40.821944924;-73.916048341
BRONX;ASSAULT;VIOLATION;40.861354575;-73.867486153
BROOKLYN;ASSAULT;VIOLATION;40.688743366;-73.944983476
BROOKLYN;ASSAULT;VIOLATION;40.67359666;-73.962956206
BROOKLYN;THEFT&FRAUD;FELONY;40.653198462;-73.966214667
BRONX;PUBLIC ORDER;MISDEMEANOR;40.834703714;-73.882948299
QUEENS;ASSAULT;VIOLATION;40.695043511;-73.748062222
BROOKLYN;HEALTH&DRUGS;MISDEMEANOR;40.683371119;-74.005961425
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.813008529;-73.956545769
BRONX;OTHER;FELONY;40.867001467;-73.889312599
BRONX;THEFT&FRAUD;FELONY;40.814176928;-73.898446511
QUEENS;ASSAULT;FELONY;40.589788318;-73.788677052
MANHATTAN;ASSAULT;VIOLATION;40.727606514;-73.97781979
MANHATTAN;THEFT&FRAUD;FELONY;40.769410365;-73.961906498
MANHATTAN;THEFT&FRAUD;FELONY;40.725771261;-73.983748095
BROOKLYN;ASSAULT;VIOLATION;40.622153897;-74.027284856
BRONX;ASSAULT;MISDEMEANOR;40.811393119;-73.922314872
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.669928969;-73.918889226
QUEENS;ASSAULT;FELONY;40.678036287;-73.781349107
MANHATTAN;THEFT&FRAUD;FELONY;40.791261251;-73.947968449
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.576228423;-73.998766718
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.830145224;-73.891878074
QUEENS;THEFT&FRAUD;FELONY;40.725470776;-73.789812613
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.590974199;-73.978275632
QUEENS;OTHER;FELONY;40.698158838;-73.795084668
BRONX;PUBLIC ORDER;MISDEMEANOR;40.848549094;-73.868635775
BROOKLYN;THEFT&FRAUD;FELONY;40.70080008;-73.923857486
QUEENS;ASSAULT;VIOLATION;40.73410758;-73.886892076
MANHATTAN;THEFT&FRAUD;FELONY;40.716344152;-74.001253193
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.714394558;-73.986254287
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.8223923;-73.919888489
BROOKLYN;ASSAULT;MISDEMEANOR;40.632104282;-73.956548267
QUEENS;THEFT&FRAUD;FELONY;40.667910217;-73.792913828
QUEENS;THEFT&FRAUD;FELONY;40.750586023;-73.870265411
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.764434359;-73.988265529
BROOKLYN;THEFT&FRAUD;FELONY;40.693338926;-73.914782256
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.862919927;-73.922815053
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.670610512;-73.973509301
MANHATTAN;THEFT&FRAUD;FELONY;40.736868993;-73.989706546
BRONX;DRIVING;MISDEMEANOR;40.812975208;-73.916092168
QUEENS;THEFT&FRAUD;FELONY;40.74233111;-73.902143114
BRONX;ASSAULT;VIOLATION;40.901651279;-73.840734726
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.629096382;-73.976850998
BROOKLYN;THEFT&FRAUD;FELONY;40.612519608;-74.011343277
BROOKLYN;ASSAULT;VIOLATION;40.707569832;-73.966720928
MANHATTAN;THEFT&FRAUD;FELONY;40.764434359;-73.988265529
BRONX;PUBLIC ORDER;MISDEMEANOR;40.829604376;-73.931016548
BRONX;THEFT&FRAUD;FELONY;40.82097631;-73.890230985
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.796341237;-73.941199816
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.878595578;-73.868847623
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.716835174;-73.99171894
BRONX;ASSAULT;FELONY;40.84707006;-73.884357852
BRONX;ASSAULT;MISDEMEANOR;40.888908854;-73.845626108
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.816504533;-73.850599046
STATEN ISLAND;PUBLIC ORDER;MISDEMEANOR;40.566392819;-74.101550407
QUEENS;DRIVING;MISDEMEANOR;40.735142567;-73.806611515
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.738468651;-73.725297668
BRONX;ASSAULT;VIOLATION;40.838944426;-73.900642148
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.591974719;-73.794056674
BROOKLYN;ASSAULT;VIOLATION;40.667390177;-73.870949908
BRONX;DRIVING;MISDEMEANOR;40.853355456;-73.881668378
BRONX;PUBLIC ORDER;MISDEMEANOR;40.814796857;-73.901169522
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.763559272;-73.994933158
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.723090704;-74.004139482
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.824897884;-73.954547119
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.74725466;-73.941892761
QUEENS;THEFT&FRAUD;FELONY;40.602283033;-73.745509688
BROOKLYN;ASSAULT;MISDEMEANOR;40.676828327;-73.934538222
BROOKLYN;ASSAULT;FELONY;40.658294539;-73.90542006
MANHATTAN;ASSAULT;VIOLATION;40.827700422;-73.942642749
MANHATTAN;HEALTH&DRUGS;MISDEMEANOR;40.750999048;-73.990624712
BRONX;OTHER;FELONY;40.828245656;-73.870359707
STATEN ISLAND;PUBLIC ORDER;FELONY;40.626312381;-74.144608293
BRONX;THEFT&FRAUD;MISDEMEANOR;40.825800379;-73.86345589
STATEN ISLAND;DRIVING;MISDEMEANOR;40.582106642;-74.131509047
STATEN ISLAND;THEFT&FRAUD;MISDEMEANOR;40.641133329;-74.116405149
BROOKLYN;ASSAULT;MISDEMEANOR;40.667554464;-73.940978107
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.679384445;-73.960126407
BROOKLYN;ASSAULT;MISDEMEANOR;40.690505869;-73.959005521
BROOKLYN;ASSAULT;MISDEMEANOR;40.710441364;-73.96852661
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.771405551;-73.947352156
BRONX;HEALTH&DRUGS;MISDEMEANOR;40.83364432;-73.926141093
MANHATTAN;PUBLIC ORDER;FELONY;40.804384046;-73.937421669
QUEENS;THEFT&FRAUD;FELONY;40.680048726;-73.775909194
MANHATTAN;ASSAULT;VIOLATION;40.755812912;-73.986400949
BRONX;ASSAULT;VIOLATION;40.855322095;-73.885811145
MANHATTAN;THEFT&FRAUD;FELONY;40.760105841;-73.987703177
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.617367144;-74.008700243
QUEENS;THEFT&FRAUD;FELONY;40.747639024;-73.883938566
QUEENS;PUBLIC ORDER;MISDEMEANOR;40.750581063;-73.88635521
BRONX;THEFT&FRAUD;MISDEMEANOR;40.842801995;-73.838609513
QUEENS;ASSAULT;MISDEMEANOR;40.714012633;-73.830527359
BROOKLYN;THEFT&FRAUD;FELONY;40.695461086;-73.941973961
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.666156252;-73.924927955
BROOKLYN;PUBLIC ORDER;MISDEMEANOR;40.693257496;-73.972912512
BROOKLYN;ASSAULT;VIOLATION;40.674293444;-73.961766148
STATEN ISLAND;DRIVING;MISDEMEANOR;40.623188378;-74.149237695
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.780493821;-73.954862683
BROOKLYN;ASSAULT;VIOLATION;40.671495159;-73.885358019
MANHATTAN;ASSAULT;VIOLATION;40.85556546;-73.929171333
BRONX;ASSAULT;VIOLATION;40.83125348;-73.856145284
QUEENS;DRIVING;MISDEMEANOR;40.767972018;-73.911683129
BROOKLYN;THEFT&FRAUD;FELONY;40.647354012;-74.007990639
STATEN ISLAND;HEALTH&DRUGS;FELONY;40.538540481;-74.192232415
QUEENS;THEFT&FRAUD;FELONY;40.701080495;-73.882064889
QUEENS;THEFT&FRAUD;FELONY;40.746976717;-73.897538426
MANHATTAN;THEFT&FRAUD;FELONY;40.796289606;-73.971595673
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.637096864;-74.006105014
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.751600255;-73.992046671
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.806729376;-73.939929969
BROOKLYN;THEFT&FRAUD;FELONY;40.577191856;-74.00057021
BROOKLYN;ASSAULT;VIOLATION;40.685713852;-73.981680984
BROOKLYN;ASSAULT;MISDEMEANOR;40.677756138;-73.951290912
QUEENS;OTHER;FELONY;40.609776567;-73.750613393
BRONX;PUBLIC ORDER;MISDEMEANOR;40.791151867;-73.884371919
BROOKLYN;ASSAULT;MISDEMEANOR;40.663382884;-73.886665968
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.690866375;-73.985848057
BROOKLYN;ASSAULT;VIOLATION;40.698712505;-73.939771237
BROOKLYN;ASSAULT;MISDEMEANOR;40.64500992;-74.008635382
MANHATTAN;ASSAULT;VIOLATION;40.86510957;-73.921883351
BRONX;OTHER;FELONY;40.832844936;-73.913342415
MANHATTAN;PUBLIC ORDER;FELONY;40.80203233;-73.949682945
BRONX;ASSAULT;FELONY;40.791151867;-73.884371919
MANHATTAN;ASSAULT;MISDEMEANOR;40.719404551;-74.001884563
BRONX;THEFT&FRAUD;MISDEMEANOR;40.87864856;-73.824083214
BRONX;PUBLIC ORDER;MISDEMEANOR;40.852447171;-73.890211582
BRONX;THEFT&FRAUD;MISDEMEANOR;40.840415684;-73.91083162
QUEENS;THEFT&FRAUD;MISDEMEANOR;40.699235227;-73.753333403
MANHATTAN;THEFT&FRAUD;FELONY;40.759139936;-73.990266211
BROOKLYN;ASSAULT;FELONY;40.667359783;-73.89809329
BRONX;PUBLIC ORDER;MISDEMEANOR;40.821678052;-73.915181546
BROOKLYN;THEFT&FRAUD;FELONY;40.682271108;-73.939353426
BRONX;THEFT&FRAUD;FELONY;40.881629364;-73.84520182
STATEN ISLAND;OTHER;FELONY;40.595094839;-74.157842011
BRONX;PUBLIC ORDER;MISDEMEANOR;40.876234294;-73.868103765
BRONX;THEFT&FRAUD;MISDEMEANOR;40.866498474;-73.897451893
MANHATTAN;PUBLIC ORDER;MISDEMEANOR;40.816597607;-73.953924166
BROOKLYN;PUBLIC ORDER;FELONY;40.581336701;-73.975773136
MANHATTAN;THEFT&FRAUD;FELONY;40.758232371;-73.977430585
BROOKLYN;THEFT&FRAUD;MISDEMEANOR;40.674749917;-73.997769895
BRONX;PUBLIC ORDER;MISDEMEANOR;40.870041281;-73.903112197
MANHATTAN;THEFT&FRAUD;MISDEMEANOR;40.841642767;-73.94106581
